theta time VICON_theta
-10 5.00687 -0.188622
-10 5.01186 -0.188455
-10 5.01688 -0.188627
-10 5.02189 -0.188468
-10 5.02692 -0.188422
-10 5.03288 -0.188453
-10 5.03705 -0.188435
-10 5.04195 -0.188448
-10 5.04692 -0.188463
-10 5.0524 -0.188495
-10 5.05695 -0.188454
-10 5.06195 -0.188408
-10 5.06701 -0.188541
-10 5.08424 -0.188457
-10 5.08425 -0.188457
-10 5.08689 -0.188545
-10 5.09189 -0.188396
-10 5.09687 -0.188385
-10 5.10193 -0.188327
-10 5.10688 -0.188261
-10 5.11192 -0.188298
-10 5.11685 -0.188395
-10 5.12602 -0.188353
-10 5.12686 -0.188436
-10 5.1325 -0.188366
-10 5.13693 -0.188384
-10 5.14187 -0.188393
-10 5.147 -0.188412
-10 5.15213 -0.18841
-10 5.15698 -0.188373
-10 5.16194 -0.188358
-10 5.16699 -0.188402
-10 5.17199 -0.188518
-10 5.17703 -0.188442
-10 5.18197 -0.188403
-10 5.18694 -0.188482
-10 5.19187 -0.188304
-10 5.19687 -0.188372
-10 5.20192 -0.188399
-10 5.2069 -0.188461
-10 5.21195 -0.188452
-10 5.2169 -0.188446
-10 5.22199 -0.188513
-10 5.22688 -0.18848
-10 5.23241 -0.188499
-10 5.2369 -0.18856
-10 5.24186 -0.188498
