theta time Kinect_theta
-02 40.2142 -0.0164793
-02 40.2636 -0.0151174
-02 40.3132 -0.0137829
-02 40.3639 -0.0165117
-02 40.4134 -0.0222427
-02 40.4639 -0.0226053
-02 40.5137 -0.00599171
-02 40.5627 -0.00519439
-02 40.6122 -0.00879297
-02 40.6608 -0.00630089
-02 40.71 -0.0177605
-02 40.7593 -0.0115385
-02 40.81 -0.0134099
-02 40.8589 -0.013366
-02 40.9092 -0.0168304
-02 40.9585 -0.00958156
-02 41.0084 -0.00627842
-02 41.0594 -0.0042619
-02 41.109 -0.0227614
-02 41.1595 -0.0140626
-02 41.2091 -0.0190762
-02 41.2591 -0.0222543
-02 41.3088 -0.024972
-02 41.358 -0.00747798
-02 41.4081 -0.00570641
-02 41.4573 -0.013824
-02 41.5087 -0.0200527
-02 41.5575 -0.0156564
-02 41.6072 -0.00401548
-02 41.6563 -0.0140312
-02 41.7061 -0.0167412
-02 41.7567 -0.0119425
-02 41.8068 -0.012641
-02 41.8574 -0.0136688
-02 41.9069 -0.0171668
-02 41.9557 -0.01046
-02 42.0062 -0.0173293
-02 42.056 -0.0062827
-02 42.1061 -0.00853588
-02 42.1574 -0.00902011
-02 42.2068 -0.00535687
-02 42.257 -0.00109496
-02 42.306 -0.0178357
-02 42.3552 -0.0238817
-02 42.4044 -0.0105261
-02 42.4547 -0.0130794
-02 42.5044 -0.0230218
-02 42.5543 -0.0121352
-02 42.6036 -0.0186959
-02 42.6535 -0.0196999
-02 42.7027 -0.0156592
-02 42.7543 -0.0048788
-02 42.8047 -0.0254346
-02 42.8583 -0.0152079
-02 42.9125 -0.0153514
-02 42.9684 -0.0116319
-02 43.0233 -0.0182578
-02 43.078 -0.0183822
-02 43.1319 -0.0083016
-02 43.1849 -0.00764695
-02 43.2393 -0.0127491
-02 43.2922 -0.0100569
-02 43.3456 -0.0167104
-02 43.3991 0.00109182
-02 43.4514 -0.0164764
-02 43.5069 -0.0185764
-02 43.5661 -0.020846
-02 43.6258 -0.0317127
-02 43.6841 -0.0172332
